Log,LoggingLevel,Method
Failed to delete restart meta file:  <*> ,warn,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: void addToReplicasMap(org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.ReplicaMap,java.io.File,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.RamDiskReplicaTracker,boolean)>"
resolveDuplicateReplicas decide to keep  replicaToKeep .  Will try to delete  <*> ,debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: org.apache.hadoop.hdfs.server.datanode.ReplicaInfo selectReplicaToDelete(org.apache.hadoop.hdfs.server.datanode.ReplicaInfo,org.apache.hadoop.hdfs.server.datanode.ReplicaInfo)>"
Cached dfsUsed found for  <*> :  <*> ,info,<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: long loadDfsUsed()>
Moved  blockFile  to  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: java.io.File activateSavedReplica(org.apache.hadoop.hdfs.protocol.Block,java.io.File,java.io.File)>"
Moved  metaFile  to  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: java.io.File activateSavedReplica(org.apache.hadoop.hdfs.protocol.Block,java.io.File,java.io.File)>"
Failed to mkdirs  <*> ,warn,<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: int moveLazyPersistReplicasToFinalized(java.io.File)>
Failed to move meta file from  file  to  <*> ,warn,<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: int moveLazyPersistReplicasToFinalized(java.io.File)>
Failed to move block file from  <*>  to  <*> ,warn,<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: int moveLazyPersistReplicasToFinalized(java.io.File)>
Failed to move  <*>  to  <*> ,warn,<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice: int moveLazyPersistReplicasToFinalized(java.io.File)>
"Available space volume choosing policy initialized: dfs.datanode.available-space-volume-choosing-policy.balanced-space-threshold =  <*> ,  dfs.datanode.available-space-volume-choosing-policy.balanced-space-preference-fraction  =  <*> ",info,<org.apache.hadoop.hdfs.server.datanode.fsdataset.AvailableSpaceVolumeChoosingPolicy: void setConf(org.apache.hadoop.conf.Configuration)>
The value of dfs.datanode.available-space-volume-choosing-policy.balanced-space-preference-fraction is greater than . but should be in the range . - .,warn,<org.apache.hadoop.hdfs.server.datanode.fsdataset.AvailableSpaceVolumeChoosingPolicy: void setConf(org.apache.hadoop.conf.Configuration)>
The value of dfs.datanode.available-space-volume-choosing-policy.balanced-space-preference-fraction is less than . so volumes with less available disk space will receive more block allocations,warn,<org.apache.hadoop.hdfs.server.datanode.fsdataset.AvailableSpaceVolumeChoosingPolicy: void setConf(org.apache.hadoop.conf.Configuration)>
All volumes are within the configured free space balance threshold. Selecting  <*>  for write of block size  replicaSize ,debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.AvailableSpaceVolumeChoosingPolicy: org.apache.hadoop.hdfs.server.datanode.fsdataset.FsVolumeSpi chooseVolume(java.util.List,long)>"
Volumes are imbalanced. Selecting  <*>  from high available space volumes for write of block size  replicaSize ,debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.AvailableSpaceVolumeChoosingPolicy: org.apache.hadoop.hdfs.server.datanode.fsdataset.FsVolumeSpi chooseVolume(java.util.List,long)>"
Volumes are imbalanced. Selecting  <*>  from low available space volumes for write of block size  replicaSize ,debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.AvailableSpaceVolumeChoosingPolicy: org.apache.hadoop.hdfs.server.datanode.fsdataset.FsVolumeSpi chooseVolume(java.util.List,long)>"
dfs.blockreport.initialDelay is greater than dfs.blockreport.intervalMsec. Setting initial delay to  msec:,info,<org.apache.hadoop.hdfs.server.datanode.DNConf: void <init>(org.apache.hadoop.conf.Configuration)>
Periodic Directory Tree Verification scan starting at  firstScanTime  with interval  <*> ,info,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void start()>
interrupted while waiting for masterThread to terminate,error,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void shutdown()>
interrupted while waiting for reportCompileThreadPool to terminate,error,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void shutdown()>
"DirectoryScanner: shutdown has been called, but periodic scanner not started",warn,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void shutdown()>
DirectoryScanner: shutdown has been called,warn,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void shutdown()>
Exception during DirectoryScanner execution - will continue next cycle,error,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void run()>
System Error during DirectoryScanner execution - permanently terminating periodic scanner,error,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void run()>
this cycle terminating immediately because \'shouldRun\' has been deactivated,warn,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: void run()>
Error compiling report,error,<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: java.util.Map getDiskReport()>
Exception occured while compiling report: ,warn,"<org.apache.hadoop.hdfs.server.datanode.DirectoryScanner$ReportCompiler: java.util.LinkedList compileReport(org.apache.hadoop.hdfs.server.datanode.fsdataset.FsVolumeSpi,java.io.File,java.util.LinkedList)>"
Got error when sending OOB message.,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void sendOOBToPeers()>
Interrupted when sending OOB message.,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void sendOOBToPeers()>
<*> :DataXceiverServer: Exiting due to:  ,error,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
Shutting down DataXceiverServer before restart,info,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
<*> :DataXceiverServer:  ,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
<*> :DataXceiverServer:  ,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
DataNode is out of memory. Will retry in  seconds.,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
<*>  :DataXceiverServer: close exception ,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
<*> :DataXceiverServer.kill():  ,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void kill()>
Closing all peers.,info,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void closeAllPeers()>
Balancing bandwith is  bandwidth  bytes/s ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer$BlockBalanceThrottler: void <init>(long,int)>"
Number threads for balancing is  maxThreads ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer$BlockBalanceThrottler: void <init>(long,int)>"
"opWriteBlock: stage= stage , clientname= clientname \n  block  = block , newGs= latestGenerationStamp , bytesRcvd=[ minBytesRcvd ,  maxBytesRcvd ] \n  targets= <*> ; pipelineSize= pipelineSize , srcDataNode= srcDataNode ",debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
"isDatanode= isDatanode , isClient= isClient , isTransfer= isTransfer ",debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
writeBlock receive buf size  <*>  tcp no delay  <*> ,debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
Connecting to datanode  <*> ,debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
<*> :Exception transfering block  block  to mirror  <*> :  <*> ,error,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
Receiving  block  src:  <*>  dest:  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
Datanode  <*>  got response for connect ack   from downstream datanode with firstbadlink as  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
<*> :Exception transfering  block  to mirror  <*> - continuing without the mirror ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
Datanode  <*>  forwarding connect ack to upstream firstbadlink is  firstBadLink ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
Received  block  src:  <*>  dest:  <*>  of size  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
opWriteBlock  block  received exception  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
TRANSFER: send close-ack,trace,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void writeBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo[],org.apache.hadoop.hdfs.StorageType[],org.apache.hadoop.hdfs.protocol.DatanodeInfo,org.apache.hadoop.hdfs.protocol.datatransfer.BlockConstructionStage,int,long,long,long,org.apache.hadoop.util.DataChecksum,org.apache.hadoop.hdfs.server.datanode.CachingStrategy,boolean)>"
Sending OOB to peer:  <*> ,info,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void sendOOB()>
<*> :Number of active connections is:  <*> ,debug,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
Cached  <*>  closing after  opsProcessed  ops ,debug,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
<*> :Number of active connections is:  <*> ,debug,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
<*> :Number of active connections is:  <*> ,debug,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
<*> :Number of active connections is:  <*> ,debug,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
<*> :DataXceiver error processing  <*>  operation   src:  <*>  dst:  <*> ,error,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
Failed to read expected encryption handshake from client at  <*> . Perhaps the client  is running an older version of Hadoop which does not support  encryption ,info,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
<*> ;  <*> ,info,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
<*> :DataXceiver error processing  <*>  operation   src:  <*>  dst:  <*> ,trace,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void run()>
Failed to shut down socket in error handler,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitShm(java.lang.String)>
Failed to send success response back to the client.  Shutting down socket for  <*> . ,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitShm(java.lang.String)>
Failed to shut down socket in error handler,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitShm(java.lang.String)>
Failed to send success response back to the client.  Shutting down socket for  <*> . ,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitShm(java.lang.String)>
Failed to shut down socket in error handler,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitShm(java.lang.String)>
Failed to send success response back to the client.  Shutting down socket for  <*> . ,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitShm(java.lang.String)>
Failed to shut down socket in error handler,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitShm(java.lang.String)>
Unregistering  registeredSlotId  because the  requestShortCircuitFdsForRead operation failed. ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitFds(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$SlotId,int,boolean)>"
Unregistering  registeredSlotId  because the  requestShortCircuitFdsForRead operation failed. ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitFds(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$SlotId,int,boolean)>"
Reading receipt verification byte for  slotId ,trace,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitFds(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$SlotId,int,boolean)>"
Receipt verification is not enabled on the DataNode.  Not verifying  slotId ,trace,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void requestShortCircuitFds(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$SlotId,int,boolean)>"
Connecting to datanode  <*> ,debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>"
"Moved  block  from  <*> , delHint= delHint ",info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>"
opReplaceBlock  block  received exception  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>"
Not able to receive block  <*>  from  <*>  because threads  quota is exceeded. ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>"
Error writing reply back to  <*> ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>"
Error writing reply back to  <*> ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void replaceBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.StorageType,org.apache.hadoop.security.token.Token,java.lang.String,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>"
Error reading client status response. Will close connection.,debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
opReadBlock  block  received exception  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
<*> :Ignoring exception while serving  block  to  <*> ,trace,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
Client  <*>  did not send a valid status code after reading.  Will close connection. ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
<*> :Got exception while serving  block  to  <*> ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
Not able to copy block  <*>   to  <*>  because threads  quota is exceeded. ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void copyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token)>"
Copied  block  to  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void copyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token)>"
opCopyBlock  block  received exception  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void copyBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token)>"
Checking block access token for block \' <*> \' with mode \' mode \' ,debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void checkAccess(java.io.OutputStream,boolean,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.datatransfer.Op,org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager$AccessMode)>"
"Block token verification failed: op= op , remoteAddress= <*> , message= <*> ",warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void checkAccess(java.io.OutputStream,boolean,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.datatransfer.Op,org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager$AccessMode)>"
"block= block , bytesPerCRC= <*> , crcPerBlock= crcPerBlock , md= <*> ",debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void blockChecksum(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token)>"
Number of active connections is:  <*> ,debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void <init>(org.apache.hadoop.hdfs.net.Peer,org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.datanode.DataXceiverServer)>"
Restored trash for bpid  bpid ,info,<org.apache.hadoop.hdfs.server.datanode.DataStorage: void restoreTrash(java.lang.String)>
Unexpectedly low genstamp on  <*> . ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void removeDuplicateEntries(java.util.ArrayList,java.util.ArrayList)>"
Unexpectedly short length on  <*> . ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void removeDuplicateEntries(java.util.ArrayList,java.util.ArrayList)>"
Unexpectedly short length on  <*> . ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void removeDuplicateEntries(java.util.ArrayList,java.util.ArrayList)>"
Discarding  <*> . ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void removeDuplicateEntries(java.util.ArrayList,java.util.ArrayList)>"
DataNode version:  <*>  and NameNode layout version:  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void recoverTransitionRead(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,java.util.Collection,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>"
Invalid directory in:  <*> :  <*> ,warn,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void makeBlockPoolDataDir(java.util.Collection,org.apache.hadoop.conf.Configuration)>"
There are  <*>  duplicate block  entries within the same volume. ,error,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void linkBlocks(org.apache.hadoop.hdfs.server.datanode.DataNode,java.io.File,java.io.File,int,org.apache.hadoop.fs.HardLink)>"
Enabled trash for bpid  bpid ,info,<org.apache.hadoop.hdfs.server.datanode.DataStorage: void enableTrash(java.lang.String)>
Updating layout version from  <*>  to  <*>  for storage  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
Upgrading storage directory  <*> .\n   old LV =  <*> ; old CTime =  <*> .\n   new LV =  <*> ; new CTime =  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
Upgrade of  <*>  is complete ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doUpgrade(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
Layout version rolled back to  <*>  for storage  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doRollback(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
Rolling back storage directory  <*> .\n   target LV =  <*> ; target CTime =  <*> ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doRollback(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
Rollback of  <*>  is complete ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doRollback(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
Finalizing upgrade for storage directory  <*> .\n   cur LV =  <*> ; cur CTime =  <*> ,info,<org.apache.hadoop.hdfs.server.datanode.DataStorage: void doFinalize(org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory)>
Storage directory is in use.,warn,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: org.apache.hadoop.hdfs.server.datanode.DataStorage$VolumeBuilder prepareVolume(org.apache.hadoop.hdfs.server.datanode.DataNode,java.io.File,java.util.List)>"
Storage directory  dataDir  does not exist ,info,"<org.apache.hadoop.hdfs.server.datanode.DataStorage: org.apache.hadoop.hdfs.server.common.Storage$StorageDirectory loadStorageDirectory(org.apache.hadoop.hdfs.server.datanode.DataNode,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,java.io.File,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>"
