Log,LoggingLevel,Method
`DescribeGroups` request for group id {} returned error {}. Will attempt to find the coordinator again and retry,debug,"<org.apache.kafka.clients.admin.internals.DescribeConsumerGroupsHandler: void handleError(org.apache.kafka.clients.admin.internals.CoordinatorKey,org.apache.kafka.common.protocol.Errors,java.util.Map,java.util.Set)>"
`DescribeGroups` request for group id {} failed due to unexpected error {},error,"<org.apache.kafka.clients.admin.internals.DescribeConsumerGroupsHandler: void handleError(org.apache.kafka.clients.admin.internals.CoordinatorKey,org.apache.kafka.common.protocol.Errors,java.util.Map,java.util.Set)>"
Aborting producer batches due to fatal error,error,<org.apache.kafka.clients.producer.internals.Sender: void maybeAbortBatches(java.lang.RuntimeException)>
Skipping aborted record batch from partition {} with producerId {} and offsets {} to {},debug,<org.apache.kafka.clients.consumer.internals.Fetcher$CompletedFetch: org.apache.kafka.common.record.Record nextFetchedRecord()>
Error during retry attempt {},warn,<org.apache.kafka.common.security.oauthbearer.secured.Retry: java.lang.Object execute(org.apache.kafka.common.security.oauthbearer.secured.Retryable)>
Discarding error in OffsetsForLeaderEpoch because another error is pending,error,<org.apache.kafka.clients.consumer.internals.Fetcher: void maybeSetOffsetForLeaderException(java.lang.RuntimeException)>
Cannot call logout() immediately after login(); need to first invoke commit() or abort(),<init>,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
Nothing here to log out,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
Logging out my token; current committed token count = {},trace,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
Done logging out my token; committed token count is now {},debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
No tokens to logout for this login,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
Logging out my extensions,trace,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
Done logging out my extensions,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
No extensions to logout for this login,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean logout()>
Still waiting for other calls to finish on node {}.,trace,<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: long sendEligibleCalls(long)>
Disconnecting from {} and revoking {} node assignment(s) because the node is taking too long to become ready.,info,<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: long sendEligibleCalls(long)>
Client is not ready to send to {}. Must delay {} ms,trace,<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: long sendEligibleCalls(long)>
"Sending {} to {}. correlationId={}, timeoutMs={}",debug,<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: long sendEligibleCalls(long)>
Cancelled request with header {} due to node {} being disconnected,debug,<org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient$RequestFutureCompletionHandler: void fireCompletion()>
"Removing unused topic {} from the metadata list, expiryMs {} now {}",debug,"<org.apache.kafka.clients.producer.internals.ProducerMetadata: boolean retainTopic(java.lang.String,boolean,long)>"
Sending asynchronous auto-commit of offsets {},debug,<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: org.apache.kafka.clients.consumer.internals.RequestFuture autoCommitOffsetsAsync()>
Failed to serialize list due to,error,"<org.apache.kafka.common.serialization.ListSerializer: byte[] serialize(java.lang.String,java.util.List)>"
List that could not be serialized: {},trace,"<org.apache.kafka.common.serialization.ListSerializer: byte[] serialize(java.lang.String,java.util.List)>"
Executing onJoinPrepare with generation {} and memberId {},debug,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: boolean onJoinPrepare(org.apache.kafka.common.utils.Timer,int,java.lang.String)>"
Asynchronous auto-commit of offsets failed: joinPrepare timeout. Will continue to join group,error,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: boolean onJoinPrepare(org.apache.kafka.common.utils.Timer,int,java.lang.String)>"
Asynchronous auto-commit of offsets failed with retryable error: {}. Will retry it.,debug,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: boolean onJoinPrepare(org.apache.kafka.common.utils.Timer,int,java.lang.String)>"
Asynchronous auto-commit of offsets failed: {}. Will continue to join group.,error,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: boolean onJoinPrepare(org.apache.kafka.common.utils.Timer,int,java.lang.String)>"
"Giving away all assigned partitions as lost since generation/memberID has been reset,indicating that consumer is in old state or no longer part of the group",info,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: boolean onJoinPrepare(org.apache.kafka.common.utils.Timer,int,java.lang.String)>"
JWKS validation key calling refresh of {} starting,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: java.util.List lambda$refresh$0()>
JWKS validation key refresh of {} complete,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: java.util.List lambda$refresh$0()>
"SSLException while unwrapping data after IOException, original IOException will be propagated",debug,"<org.apache.kafka.common.network.SslTransportLayer: void maybeProcessHandshakeFailure(javax.net.ssl.SSLException,boolean,java.io.IOException)>"
Validation of dynamic config update of SSLFactory failed.,debug,<org.apache.kafka.common.security.ssl.SslFactory: org.apache.kafka.common.security.auth.SslEngineFactory createNewSslEngineFactory(java.util.Map)>
"Authentication complete; session max lifetime from broker config={} ms, credential expiration={} ({} ms); session expiration = {} ({} ms), sending {} ms to client",debug,<org.apache.kafka.common.security.authenticator.SaslServerAuthenticator$ReauthInfo: long calcCompletionTimesAndReturnSessionLifetimeMs()>
"Authentication complete; session max lifetime from broker config={} ms, credential expiration={} ({} ms); no session expiration, sending  ms to client",debug,<org.apache.kafka.common.security.authenticator.SaslServerAuthenticator$ReauthInfo: long calcCompletionTimesAndReturnSessionLifetimeMs()>
"Authentication complete; session max lifetime from broker config={} ms, no credential expiration; session expiration = {} ({} ms), sending {} ms to client",debug,<org.apache.kafka.common.security.authenticator.SaslServerAuthenticator$ReauthInfo: long calcCompletionTimesAndReturnSessionLifetimeMs()>
"Authentication complete; session max lifetime from broker config={} ms, no credential expiration; no session expiration, sending  ms to client",debug,<org.apache.kafka.common.security.authenticator.SaslServerAuthenticator$ReauthInfo: long calcCompletionTimesAndReturnSessionLifetimeMs()>
Did not attempt to add partition {} to transaction because other partitions in the batch had errors.,debug,<org.apache.kafka.clients.producer.internals.TransactionManager$AddPartitionsToTxnHandler: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
Could not add partition {} due to unexpected error {},error,<org.apache.kafka.clients.producer.internals.TransactionManager$AddPartitionsToTxnHandler: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
Successfully added partitions {} to transaction,debug,<org.apache.kafka.clients.producer.internals.TransactionManager$AddPartitionsToTxnHandler: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
Received user wakeup,debug,<org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient: void wakeup()>
Skipped assignment for returning static leader at generation {}. The static leader will continue with its existing assignment.,info,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: java.util.Map onLeaderElected(java.lang.String,java.lang.String,java.util.List,boolean)>"
Performing assignment using strategy {} with subscriptions {},debug,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: java.util.Map onLeaderElected(java.lang.String,java.lang.String,java.util.List,boolean)>"
Finished assignment for group at generation {}: {},info,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator: java.util.Map onLeaderElected(java.lang.String,java.lang.String,java.util.List,boolean)>"
Configured native GSSAPI private credentials for {}@{},info,<org.apache.kafka.common.network.SaslChannelBuilder: void maybeAddNativeGssapiCredentials(javax.security.auth.Subject)>
Cannot add private credential to subject; clients authentication may fail,warn,<org.apache.kafka.common.network.SaslChannelBuilder: void maybeAddNativeGssapiCredentials(javax.security.auth.Subject)>
last_offset_epoch,<init>,<org.apache.kafka.common.message.VoteRequestData$PartitionData: void <clinit>()>
last_offset,<init>,<org.apache.kafka.common.message.VoteRequestData$PartitionData: void <clinit>()>
"SSL peer is not authenticated, returning ANONYMOUS instead",debug,<org.apache.kafka.common.network.SslTransportLayer: java.security.Principal peerPrincipal()>
Invoking InitProducerId for the first time in order to acquire a producer ID,info,"<org.apache.kafka.clients.producer.internals.TransactionManager: org.apache.kafka.clients.producer.internals.TransactionalRequestResult lambda$initializeTransactions$1(boolean,org.apache.kafka.common.utils.ProducerIdAndEpoch)>"
Invoking InitProducerId with current producer ID and epoch {} in order to bump the epoch,info,"<org.apache.kafka.clients.producer.internals.TransactionManager: org.apache.kafka.clients.producer.internals.TransactionalRequestResult lambda$initializeTransactions$1(boolean,org.apache.kafka.common.utils.ProducerIdAndEpoch)>"
Enqueuing transactional request {},debug,<org.apache.kafka.clients.producer.internals.TransactionManager: void enqueueRequest(org.apache.kafka.clients.producer.internals.TransactionManager$TxnRequestHandler)>
"Received unrequested topic or partition {} from response, ignoring.",warn,"<org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient: org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient$OffsetForEpochResult handleResponse(org.apache.kafka.common.Node,java.util.Map,org.apache.kafka.common.requests.OffsetsForLeaderEpochResponse)>"
Handling OffsetsForLeaderEpoch response for {}. Got offset {} for epoch {}.,debug,"<org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient: org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient$OffsetForEpochResult handleResponse(org.apache.kafka.common.Node,java.util.Map,org.apache.kafka.common.requests.OffsetsForLeaderEpochResponse)>"
"Attempt to fetch offsets for partition {} failed due to {}, retrying.",debug,"<org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient: org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient$OffsetForEpochResult handleResponse(org.apache.kafka.common.Node,java.util.Map,org.apache.kafka.common.requests.OffsetsForLeaderEpochResponse)>"
Received unknown topic or partition error in OffsetsForLeaderEpoch request for partition {}.,warn,"<org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient: org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient$OffsetForEpochResult handleResponse(org.apache.kafka.common.Node,java.util.Map,org.apache.kafka.common.requests.OffsetsForLeaderEpochResponse)>"
"Attempt to fetch offsets for partition {} failed due to: {}, retrying.",warn,"<org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient: org.apache.kafka.clients.consumer.internals.OffsetsForLeaderEpochClient$OffsetForEpochResult handleResponse(org.apache.kafka.common.Node,java.util.Map,org.apache.kafka.common.requests.OffsetsForLeaderEpochResponse)>"
"Extensions callback is not supported by client callback handler {}, no extensions will be added",debug,<org.apache.kafka.common.security.oauthbearer.internals.OAuthBearerSaslClient: org.apache.kafka.common.security.auth.SaslExtensions retrieveCustomExtensions()>
Transiting to fatal error state due to {},info,<org.apache.kafka.clients.producer.internals.TransactionManager: void transitionToFatalError(java.lang.RuntimeException)>
No version information found when sending {} with correlation id {} to node {}. Assuming version {}.,trace,"<org.apache.kafka.clients.NetworkClient: void doSend(org.apache.kafka.clients.ClientRequest,boolean,long)>"
Version mismatch when attempting to send {} with correlation id {} to {},debug,"<org.apache.kafka.clients.NetworkClient: void doSend(org.apache.kafka.clients.ClientRequest,boolean,long)>"
Assigned {} to node {},trace,"<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: boolean maybeDrainPendingCall(org.apache.kafka.clients.admin.KafkaAdminClient$Call,long)>"
Unable to assign {} to a node.,trace,"<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: boolean maybeDrainPendingCall(org.apache.kafka.clients.admin.KafkaAdminClient$Call,long)>"
Unable to choose node for {},debug,"<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: boolean maybeDrainPendingCall(org.apache.kafka.clients.admin.KafkaAdminClient$Call,long)>"
Skipping validation of fetch offsets for partitions {} since the broker does not support the required protocol version (introduced in Kafka .),debug,"<org.apache.kafka.clients.consumer.internals.Fetcher: void lambda$validateOffsetsAsync$5(long,org.apache.kafka.common.Node,java.util.Map)>"
NOT_ENOUGH_REPLICAS_AFTER_APPEND,<init>,<org.apache.kafka.common.protocol.Errors: void <clinit>()>
INVALID_REQUEST,<init>,<org.apache.kafka.common.protocol.Errors: void <clinit>()>
KAFKA_STORAGE_ERROR,<init>,<org.apache.kafka.common.protocol.Errors: void <clinit>()>
LOG_DIR_NOT_FOUND,<init>,<org.apache.kafka.common.protocol.Errors: void <clinit>()>
INCONSISTENT_TOPIC_ID,<init>,<org.apache.kafka.common.protocol.Errors: void <clinit>()>
{} should be equal to or larger than {} + {}. Setting it to {}.,warn,"<org.apache.kafka.clients.producer.KafkaProducer: int configureDeliveryTimeout(org.apache.kafka.clients.producer.ProducerConfig,org.slf4j.Logger)>"
<*>,add,"<org.apache.kafka.clients.admin.KafkaAdminClient: org.apache.kafka.clients.admin.AlterReplicaLogDirsResult alterReplicaLogDirs(java.util.Map,org.apache.kafka.clients.admin.AlterReplicaLogDirsOptions)>"
Non-atomic move of {} to {} succeeded after atomic move failed due to {},debug,"<org.apache.kafka.common.utils.Utils: void atomicMoveWithFallback(java.nio.file.Path,java.nio.file.Path,boolean)>"
Enabling heartbeat thread,debug,<org.apache.kafka.clients.consumer.internals.AbstractCoordinator$HeartbeatThread: void enable()>
Assigned partition {} for non-subscribed topic regex pattern; subscription pattern is {},info,<org.apache.kafka.clients.consumer.internals.SubscriptionState: boolean checkAssignmentMatchedSubscription(java.util.Collection)>
Assigned partition {} for non-subscribed topic; subscription is {},info,<org.apache.kafka.clients.consumer.internals.SubscriptionState: boolean checkAssignmentMatchedSubscription(java.util.Collection)>
Skipping transition to abortable error state since the transaction is already being aborted. Underlying exception: ,debug,<org.apache.kafka.clients.producer.internals.TransactionManager: void transitionToAbortableError(java.lang.RuntimeException)>
Transiting to abortable error state due to {},info,<org.apache.kafka.clients.producer.internals.TransactionManager: void transitionToAbortableError(java.lang.RuntimeException)>
Fallback the requireStable flag to false as broker only supports OffsetFetchRequest version {}. Need v or newer to enable this feature,trace,<org.apache.kafka.common.requests.OffsetFetchRequest$Builder: org.apache.kafka.common.requests.OffsetFetchRequest build(short)>
Metadata response reported invalid topics {},error,<org.apache.kafka.clients.Metadata: void checkInvalidTopics(org.apache.kafka.common.Cluster)>
"Could not configure ListDeserializer as some parameters were already set -- listClass: {}, inner: {}",error,"<org.apache.kafka.common.serialization.ListDeserializer: void configure(java.util.Map,boolean)>"
,<init>,"<org.apache.kafka.common.record.FileRecords: org.apache.kafka.common.record.FileRecords$LogOffsetPosition searchForOffsetWithSize(long,int)>"
Unable to find FetchSessionHandler for node {}. Ignoring fetch response.,error,<org.apache.kafka.clients.consumer.internals.Fetcher$1: void onSuccess(org.apache.kafka.clients.ClientResponse)>
Fetch {} at offset {} for partition {} returned fetch data {},debug,<org.apache.kafka.clients.consumer.internals.Fetcher$1: void onSuccess(org.apache.kafka.clients.ClientResponse)>
Offset commit with offsets {} failed,error,"<org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$DefaultOffsetCommitCallback: void onComplete(java.util.Map,java.lang.Exception)>"
Disconnecting from node {} due to request timeout.,info,"<org.apache.kafka.clients.NetworkClient: void handleTimedOutRequests(java.util.List,long)>"
Trying to choose nodes for {} at {},trace,<org.apache.kafka.clients.admin.KafkaAdminClient$AdminClientRunnable: long maybeDrainPendingCalls(long)>
,<init>,<org.apache.kafka.common.message.AlterReplicaLogDirsRequestData: org.apache.kafka.common.message.AlterReplicaLogDirsRequestData duplicate()>
,add,<org.apache.kafka.common.message.AlterReplicaLogDirsRequestData: org.apache.kafka.common.message.AlterReplicaLogDirsRequestData duplicate()>
Failed to close producer interceptor ,error,<org.apache.kafka.clients.producer.internals.ProducerInterceptors: void close()>
Metadata is not usable: failed to get metadata.,debug,<org.apache.kafka.clients.admin.internals.AdminMetadataManager: boolean isReady()>
Metadata is not ready: bootstrap nodes have not been initialized yet.,trace,<org.apache.kafka.clients.admin.internals.AdminMetadataManager: boolean isReady()>
Metadata is not ready: we have not fetched metadata from the bootstrap nodes yet.,trace,<org.apache.kafka.clients.admin.internals.AdminMetadataManager: boolean isReady()>
Metadata is ready to use.,trace,<org.apache.kafka.clients.admin.internals.AdminMetadataManager: boolean isReady()>
message,info,<org.apache.kafka.common.utils.LogContext$LocationIgnorantKafkaLogger: void info(java.lang.String)>
"Created SSL context with keystore {}, truststore {}, provider {}.",debug,"<org.apache.kafka.common.security.ssl.DefaultSslEngineFactory: javax.net.ssl.SSLContext createSSLContext(org.apache.kafka.common.security.ssl.DefaultSslEngineFactory$SecurityStore,org.apache.kafka.common.security.ssl.DefaultSslEngineFactory$SecurityStore)>"
"Got error produce response in correlation id {} on topic-partition {}, splitting and retrying ({} attempts left). Error: {}",warn,"<org.apache.kafka.clients.producer.internals.Sender: void completeBatch(org.apache.kafka.clients.producer.internals.ProducerBatch,org.apache.kafka.common.requests.ProduceResponse$PartitionResponse,long,long)>"
"Got error produce response with correlation id {} on topic-partition {}, retrying ({} attempts left). Error: {}",warn,"<org.apache.kafka.clients.producer.internals.Sender: void completeBatch(org.apache.kafka.clients.producer.internals.ProducerBatch,org.apache.kafka.common.requests.ProduceResponse$PartitionResponse,long,long)>"
Received unknown topic or partition error in produce request on partition {}. The topic-partition may not exist or the user may not have Describe access to it,warn,"<org.apache.kafka.clients.producer.internals.Sender: void completeBatch(org.apache.kafka.clients.producer.internals.ProducerBatch,org.apache.kafka.common.requests.ProduceResponse$PartitionResponse,long,long)>"
Received invalid metadata error in produce request on partition {} due to {}. Going to request metadata update now,warn,"<org.apache.kafka.clients.producer.internals.Sender: void completeBatch(org.apache.kafka.clients.producer.internals.ProducerBatch,org.apache.kafka.common.requests.ProduceResponse$PartitionResponse,long,long)>"
Node {} disconnected.,info,"<org.apache.kafka.clients.NetworkClient: void handleDisconnections(java.util.List,long)>"
log_dir,<init>,<org.apache.kafka.common.message.DescribeLogDirsResponseData$DescribeLogDirsResult: void <clinit>()>
log_dir,<init>,<org.apache.kafka.common.message.DescribeLogDirsResponseData$DescribeLogDirsResult: void <clinit>()>
Unregister broker request for broker ID {} failed: {},error,<org.apache.kafka.clients.admin.KafkaAdminClient$35: void handleResponse(org.apache.kafka.common.requests.AbstractResponse)>
Stickiness is violated for topic {}\nPartition movements for this topic occurred among the following consumer pairs:\n{},error,<org.apache.kafka.clients.consumer.internals.AbstractStickyAssignor$PartitionMovements: boolean isSticky()>
Received ListOffsetResponse {} from broker {},trace,"<org.apache.kafka.clients.consumer.internals.Fetcher$6: void onSuccess(org.apache.kafka.clients.ClientResponse,org.apache.kafka.clients.consumer.internals.RequestFuture)>"
Disconnecting from node {} due to socket connection setup timeout. The timeout value is {} ms.,info,"<org.apache.kafka.clients.NetworkClient: void handleTimedOutConnections(java.util.List,long)>"
,warn,<org.apache.kafka.common.security.oauthbearer.secured.OAuthBearerLoginCallbackHandler: void handleTokenCallback(org.apache.kafka.common.security.oauthbearer.OAuthBearerTokenCallback)>
Discarding write buffer {} since peer has disconnected,debug,<org.apache.kafka.common.network.SslTransportLayer: void clearWriteBuffer()>
Removing expired sensor {},debug,<org.apache.kafka.common.metrics.Metrics$ExpireSensorTask: void run()>
"Ignoring batch {} with producer id {}, epoch {}, and sequence number {} since the producer is already in fatal error state",debug,"<org.apache.kafka.clients.producer.internals.TransactionManager: void handleFailedBatch(org.apache.kafka.clients.producer.internals.ProducerBatch,java.lang.RuntimeException,boolean)>"
"The broker returned {} for topic-partition {} with producerId {}, epoch {}, and sequence number {}",error,"<org.apache.kafka.clients.producer.internals.TransactionManager: void handleFailedBatch(org.apache.kafka.clients.producer.internals.ProducerBatch,java.lang.RuntimeException,boolean)>"
WriteTxnMarkers request for abort spec {} failed cluster authorization,error,<org.apache.kafka.clients.admin.internals.AbortTransactionHandler: org.apache.kafka.clients.admin.internals.AdminApiHandler$ApiResult handleError(org.apache.kafka.common.protocol.Errors)>
WriteTxnMarkers request for abort spec {} failed due to an invalid producer epoch,error,<org.apache.kafka.clients.admin.internals.AbortTransactionHandler: org.apache.kafka.clients.admin.internals.AdminApiHandler$ApiResult handleError(org.apache.kafka.common.protocol.Errors)>
WriteTxnMarkers request for abort spec {} failed because the coordinator epoch is fenced,error,<org.apache.kafka.clients.admin.internals.AbortTransactionHandler: org.apache.kafka.clients.admin.internals.AdminApiHandler$ApiResult handleError(org.apache.kafka.common.protocol.Errors)>
WriteTxnMarkers request for abort spec {} failed due to {}. Will retry after attempting to find the leader again,debug,<org.apache.kafka.clients.admin.internals.AbortTransactionHandler: org.apache.kafka.clients.admin.internals.AdminApiHandler$ApiResult handleError(org.apache.kafka.common.protocol.Errors)>
WriteTxnMarkers request for abort spec {} failed due to an unexpected error {},error,<org.apache.kafka.clients.admin.internals.AbortTransactionHandler: org.apache.kafka.clients.admin.internals.AdminApiHandler$ApiResult handleError(org.apache.kafka.common.protocol.Errors)>
"SSLHandshake NEED_TASK channelId {}, appReadBuffer pos {}, netReadBuffer pos {}, netWriteBuffer pos {}",trace,<org.apache.kafka.common.network.SslTransportLayer: void doHandshake()>
"SSLHandshake NEED_WRAP channelId {}, appReadBuffer pos {}, netReadBuffer pos {}, netWriteBuffer pos {}",trace,<org.apache.kafka.common.network.SslTransportLayer: void doHandshake()>
"SSLHandshake NEED_WRAP channelId {}, handshakeResult {}, appReadBuffer pos {}, netReadBuffer pos {}, netWriteBuffer pos {}",trace,<org.apache.kafka.common.network.SslTransportLayer: void doHandshake()>
"SSLHandshake NEED_UNWRAP channelId {}, appReadBuffer pos {}, netReadBuffer pos {}, netWriteBuffer pos {}",trace,<org.apache.kafka.common.network.SslTransportLayer: void doHandshake()>
"SSLHandshake NEED_UNWRAP channelId {}, handshakeResult {}, appReadBuffer pos {}, netReadBuffer pos {}, netWriteBuffer pos {}",trace,<org.apache.kafka.common.network.SslTransportLayer: void doHandshake()>
close started,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: void close()>
JWKS validation key refresh thread shutting down,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: void close()>
JWKS validation key refresh thread termination did not end after {} {},warn,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: void close()>
JWKS validation key refresh thread error during close,warn,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: void close()>
close completed,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: void close()>
close completed,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwks: void close()>
"Error when sending message to topic {} with key: {}, value: {} with error:",error,"<org.apache.kafka.clients.producer.internals.ErrorLoggingCallback: void onCompletion(org.apache.kafka.clients.producer.RecordMetadata,java.lang.Exception)>"
Nothing here to commit,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean commit()>
Committing my token; current committed token count = {},trace,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean commit()>
Done committing my token; committed token count is now {},debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean commit()>
"No tokens to commit, this login cannot be used to establish client connections",debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean commit()>
Received unknown control record key version {}. Parsing as version {},debug,<org.apache.kafka.common.record.ControlRecordType: short parseTypeId(java.nio.ByteBuffer)>
Closing the Kafka consumer,trace,"<org.apache.kafka.clients.consumer.KafkaConsumer: void close(long,boolean)>"
Failed to close coordinator,error,"<org.apache.kafka.clients.consumer.KafkaConsumer: void close(long,boolean)>"
Kafka consumer has been closed,debug,"<org.apache.kafka.clients.consumer.KafkaConsumer: void close(long,boolean)>"
{} for mechanism={}: {},trace,"<org.apache.kafka.common.security.authenticator.SaslServerAuthenticator: void <init>(java.util.Map,java.util.Map,java.lang.String,java.util.Map,org.apache.kafka.common.security.kerberos.KerberosShortNamer,org.apache.kafka.common.network.ListenerName,org.apache.kafka.common.security.auth.SecurityProtocol,org.apache.kafka.common.network.TransportLayer,java.util.Map,org.apache.kafka.common.network.ChannelMetadataRegistry,org.apache.kafka.common.utils.Time,java.util.function.Supplier)>"
Setting SASL/{} server state to {},debug,<org.apache.kafka.common.security.scram.internals.ScramSaslServer: void setState(org.apache.kafka.common.security.scram.internals.ScramSaslServer$State)>
SSL Handshake failed,debug,"<org.apache.kafka.common.network.SslTransportLayer: void handshakeFailure(javax.net.ssl.SSLException,boolean)>"
SSLEngine.closeInBound() raised an exception.,debug,"<org.apache.kafka.common.network.SslTransportLayer: void handshakeFailure(javax.net.ssl.SSLException,boolean)>"
Delay propagation of handshake exception till {} bytes remaining are flushed,debug,"<org.apache.kafka.common.network.SslTransportLayer: void handshakeFailure(javax.net.ssl.SSLException,boolean)>"
init started,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwksVerificationKeyResolver: void init()>
init completed,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwksVerificationKeyResolver: void init()>
init completed,debug,<org.apache.kafka.common.security.oauthbearer.secured.RefreshingHttpsJwksVerificationKeyResolver: void init()>
"Target node {} not ready within request timeout, will retry when node is ready.",trace,<org.apache.kafka.clients.producer.internals.Sender: boolean maybeSendAndPollTransactionalRequest()>
"Coordinator not known for {}, will retry {} after finding coordinator.",trace,<org.apache.kafka.clients.producer.internals.Sender: boolean maybeSendAndPollTransactionalRequest()>
"No nodes available to send requests, will poll and retry when until a node is ready.",trace,<org.apache.kafka.clients.producer.internals.Sender: boolean maybeSendAndPollTransactionalRequest()>
Sending transactional request {} to node {} with correlation ID {},debug,<org.apache.kafka.clients.producer.internals.Sender: boolean maybeSendAndPollTransactionalRequest()>
Disconnect from {} while trying to send request {}. Going to back off and retry.,debug,<org.apache.kafka.clients.producer.internals.Sender: boolean maybeSendAndPollTransactionalRequest()>
Built full fetch {} for node {} with {}.,debug,<org.apache.kafka.clients.FetchSessionHandler$Builder: org.apache.kafka.clients.FetchSessionHandler$FetchRequestData build()>
"Built incremental fetch {} for node {}. Added {}, altered {}, removed {}, replaced {} out of {}",debug,<org.apache.kafka.clients.FetchSessionHandler$Builder: org.apache.kafka.clients.FetchSessionHandler$FetchRequestData build()>
message,warn,<org.apache.kafka.common.utils.LogContext$LocationIgnorantKafkaLogger: void warn(java.lang.String)>
Error executing user-provided callback on message for topic-partition \'{}\',error,"<org.apache.kafka.clients.producer.internals.ProducerBatch: void completeFutureAndFireCallbacks(long,long,java.util.function.Function)>"
Sending leader SyncGroup to coordinator {}: {},debug,<org.apache.kafka.clients.consumer.internals.AbstractCoordinator: org.apache.kafka.clients.consumer.internals.RequestFuture onLeaderElected(org.apache.kafka.common.requests.JoinGroupResponse)>
Ran out of bytes in serialized list,error,"<org.apache.kafka.common.serialization.ListDeserializer: java.util.List deserialize(java.lang.String,byte[])>"
Deserialized list so far: {},trace,"<org.apache.kafka.common.serialization.ListDeserializer: java.util.List deserialize(java.lang.String,byte[])>"
Login aborted,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean abort()>
Nothing here to abort,debug,<org.apache.kafka.common.security.oauthbearer.OAuthBearerLoginModule: boolean abort()>
message,error,"<org.apache.kafka.common.utils.LogContext$LocationIgnorantKafkaLogger: void error(java.lang.String,java.lang.Object)>"
Received error {} from node {} when making an ApiVersionsRequest with correlation id {}. Disconnecting.,warn,"<org.apache.kafka.clients.NetworkClient: void handleApiVersionsResponse(java.util.List,org.apache.kafka.clients.NetworkClient$InFlightRequest,long,org.apache.kafka.common.requests.ApiVersionsResponse)>"
