Log,LoggingLevel,Method
"opReadBlock , block,  received exception , <*>, ",info,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
"Client , <*>,  did not send a valid status code after reading. , Will close connection., ",warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
Error reading client status response. Will close connection.,debug,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
"<*>, :Ignoring exception while serving , block,  to , <*>, ",trace,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
"<*>, :Got exception while serving , block,  to , <*>, ",warn,"<org.apache.hadoop.hdfs.server.datanode.DataXceiver: void readBlock(org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.security.token.Token,java.lang.String,long,long,boolean,org.apache.hadoop.hdfs.server.datanode.CachingStrategy)>"
BUG: unexpected exception ,error,"<org.apache.hadoop.hdfs.server.namenode.FSDirectory: void updateCountNoQuotaCheck(org.apache.hadoop.hdfs.server.namenode.INodesInPath,int,long,long)>"
"ServicePlugin , p,  could not be started, ",warn,<org.apache.hadoop.hdfs.server.namenode.NameNode: void startCommonServices(org.apache.hadoop.conf.Configuration)>
"<*>,  RPC up at: , <*>, ",info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void startCommonServices(org.apache.hadoop.conf.Configuration)>
"<*>,  service RPC up at: , <*>, ",info,<org.apache.hadoop.hdfs.server.namenode.NameNode: void startCommonServices(org.apache.hadoop.conf.Configuration)>
"<*>_, uccessfully sent block report x, <*>, ,  containing , <*>,  storage report(s), of which we sent , i$_, .,  The reports had , totalBlockCount_,  total blocks and used , kvPair#_,  RPC(s). This took , <*>,  msec to generate and , <*>,  msecs for RPC and NN processing.,  Got back , <*>_, ., ",info,<org.apache.hadoop.hdfs.server.datanode.BPServiceActor: java.util.List blockReport()>
"<*>_, uccessfully sent block report x, <*>, ,  containing , <*>,  storage report(s), of which we sent , i$_, .,  The reports had , totalBlockCount_,  total blocks and used , kvPair#_,  RPC(s). This took , brCreateCost,  msec to generate and , brSendCost,  msecs for RPC and NN processing.,  Got back , <*>_, ., ",info,<org.apache.hadoop.hdfs.server.datanode.BPServiceActor: java.util.List blockReport()>
"State transition , <*>,  -> , newState, ",debug,<org.apache.hadoop.hdfs.server.namenode.BackupImage: void setState(org.apache.hadoop.hdfs.server.namenode.BackupImage$BNState)>
"BLOCK NameSystem.addToCorruptReplicasMap: , <*>,  added as corrupt on , dn,  by , <*>, reasonText_, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.CorruptReplicasMap: void addToCorruptReplicasMap(org.apache.hadoop.hdfs.protocol.Block,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,java.lang.String,org.apache.hadoop.hdfs.server.blockmanagement.CorruptReplicasMap$Reason)>"
"BLOCK NameSystem.addToCorruptReplicasMap: duplicate requested for , <*>,  to add as corrupt , on , dn,  by , <*>, reasonText_, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.CorruptReplicasMap: void addToCorruptReplicasMap(org.apache.hadoop.hdfs.protocol.Block,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,java.lang.String,org.apache.hadoop.hdfs.server.blockmanagement.CorruptReplicasMap$Reason)>"
"Error report from , <*>_, : , msg, ",info,"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>"
"Disk error on , <*>_, : , msg, ",warn,"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>"
"Fatal disk error on , <*>_, : , msg, ",warn,"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>"
"Error report from , <*>_, : , msg, ",info,"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void errorReport(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,int,java.lang.String)>"
"DIR* NameSystem.mkdirs: , srcArg, ",debug,"<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: boolean mkdirsInt(java.lang.String,org.apache.hadoop.fs.permission.PermissionStatus,boolean)>"
"this,  received versionRequest response: , <*>, ",debug,<org.apache.hadoop.hdfs.server.datanode.BPServiceActor: org.apache.hadoop.hdfs.server.protocol.NamespaceInfo retrieveNamespaceInfo()>
"Problem connecting to server: , <*>, ",warn,<org.apache.hadoop.hdfs.server.datanode.BPServiceActor: org.apache.hadoop.hdfs.server.protocol.NamespaceInfo retrieveNamespaceInfo()>
"Problem connecting to server: , <*>, ",warn,<org.apache.hadoop.hdfs.server.datanode.BPServiceActor: org.apache.hadoop.hdfs.server.protocol.NamespaceInfo retrieveNamespaceInfo()>
"BLOCK* processReport: discarded non-initial block report from , nodeID,  because namenode still in startup phase, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>"
"BLOCK* processReport: Received first block report from , storage,  after starting up or becoming active. Its block , contents are no longer considered stale, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>"
"processReport x, <*>, : no zombie storages found., ",debug,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>"
"processReport x, <*>, : , <*>,  more RPCs remaining in this report., ",debug,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>"
"BLOCK* processReport: , staleBefore,  on , <*>,  size , <*>,  does not belong to any file, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>"
"BLOCK* processReport: from storage , <*>,  node , nodeID, , blocks: , <*>, , hasStaleStorages: , <*>, , processing time: , <*>,  msecs, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>"
"Failed to , <*>_,  inode , <*>, ",error,<org.apache.hadoop.hdfs.DFSClient: void closeAllFilesBeingWritten(boolean)>
"Unexpected exception occurred while checking disk error  , <*>, ",warn,<org.apache.hadoop.hdfs.server.datanode.DataNode$6: void run()>
InterruptedException in check disk error thread,debug,<org.apache.hadoop.hdfs.server.datanode.DataNode$6: void run()>
"initReplicaRecovery: , block, , recoveryId=, recoveryId, , replica=, <*>, ",info,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl: org.apache.hadoop.hdfs.server.protocol.ReplicaRecoveryInfo initReplicaRecovery(java.lang.String,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.ReplicaMap,org.apache.hadoop.hdfs.protocol.Block,long,long)>"
"initReplicaRecovery: update recovery id for , block,  from , <*>,  to , recoveryId, ",info,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl: org.apache.hadoop.hdfs.server.protocol.ReplicaRecoveryInfo initReplicaRecovery(java.lang.String,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.ReplicaMap,org.apache.hadoop.hdfs.protocol.Block,long,long)>"
"initReplicaRecovery: changing replica state for , block,  from , <*>,  to , <*>, ",info,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl: org.apache.hadoop.hdfs.server.protocol.ReplicaRecoveryInfo initReplicaRecovery(java.lang.String,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.ReplicaMap,org.apache.hadoop.hdfs.protocol.Block,long,long)>"
,logAllocateBlockId,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: long nextBlockId()>
"Block with id {}, pool {} does not need to be uncached, because it is not currently in the mappableBlockMap.",debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetCache: void uncacheBlock(java.lang.String,long)>"
"Cancelling caching for block with id {}, pool {}.",debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetCache: void uncacheBlock(java.lang.String,long)>"
"{} is anchored, and can\'t be uncached now.  Scheduling it for uncaching in {} ",debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetCache: void uncacheBlock(java.lang.String,long)>"
{} has been scheduled for immediate uncaching.,debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetCache: void uncacheBlock(java.lang.String,long)>"
"Block with id {}, pool {} does not need to be uncached, because it is in state {}.",debug,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetCache: void uncacheBlock(java.lang.String,long)>"
"defaultReplication         = , <*>, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.namenode.FSClusterStats,org.apache.hadoop.conf.Configuration)>"
"maxReplication             = , $i, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.namenode.FSClusterStats,org.apache.hadoop.conf.Configuration)>"
"minReplication             = , $i, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.namenode.FSClusterStats,org.apache.hadoop.conf.Configuration)>"
"maxReplicationStreams      = , <*>, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.namenode.FSClusterStats,org.apache.hadoop.conf.Configuration)>"
"replicationRecheckInterval = , <*>, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.namenode.FSClusterStats,org.apache.hadoop.conf.Configuration)>"
"encryptDataTransfer        = , <*>, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.namenode.FSClusterStats,org.apache.hadoop.conf.Configuration)>"
"maxNumBlocksToLog          = , <*>, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.namenode.FSClusterStats,org.apache.hadoop.conf.Configuration)>"
Encountered exception ,warn,<org.apache.hadoop.hdfs.server.namenode.LeaseManager: void stopMonitor()>
"this, : added no-checksum anchor to slot , <*>, ",trace,<org.apache.hadoop.hdfs.shortcircuit.ShortCircuitReplica: boolean addNoChecksumAnchor()>
"this, : could not add no-checksum anchor to slot , <*>, ",trace,<org.apache.hadoop.hdfs.shortcircuit.ShortCircuitReplica: boolean addNoChecksumAnchor()>
,mergeUnknownFields,<org.apache.hadoop.hdfs.protocol.proto.NamenodeProtocolProtos$RollEditLogRequestProto$Builder: org.apache.hadoop.hdfs.protocol.proto.NamenodeProtocolProtos$RollEditLogRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.protocol.proto.NamenodeProtocolProtos$RollEditLogRequestProto)>
"Opening connection to , <*>, ",info,"<org.apache.hadoop.hdfs.server.namenode.TransferFsImage: org.apache.hadoop.io.MD5Hash getFileClient(java.net.URL,java.lang.String,java.util.List,org.apache.hadoop.hdfs.server.common.Storage,boolean)>"
"src, username, groupname",logEdit,"<org.apache.hadoop.hdfs.server.namenode.FSEditLog: void logSetOwner(java.lang.String,java.lang.String,java.lang.String)>"
"<*>, :Exception writing , <*>,  to mirror , <*>, ",info,<org.apache.hadoop.hdfs.server.datanode.BlockReceiver: void handleMirrorOutError(java.io.IOException)>
"Skipped stale nodes for recovery : , <*>, ",info,"<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: org.apache.hadoop.hdfs.server.protocol.DatanodeCommand[] handleHeartbeat(org.apache.hadoop.hdfs.server.protocol.DatanodeRegistration,org.apache.hadoop.hdfs.server.protocol.StorageReport[],java.lang.String,long,long,int,int,int)>"
,trace,<org.apache.hadoop.hdfs.shortcircuit.ShortCircuitCache: void purge(org.apache.hadoop.hdfs.shortcircuit.ShortCircuitReplica)>
"<*>, :DataXceiverServer: , ",warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
"<*>, :DataXceiverServer: , ",warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
DataNode is out of memory. Will retry in  seconds.,warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
"<*>, :DataXceiverServer: Exiting due to: , ",error,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
"<*>,  :DataXceiverServer: close exception, ",warn,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
Shutting down DataXceiverServer before restart,info,<org.apache.hadoop.hdfs.server.datanode.DataXceiverServer: void run()>
"this, : failed to munmap, ",warn,<org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm: void free()>
"this, : freed, ",trace,<org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm: void free()>
"<*>,  , name, : , items, ",info,"<org.apache.hadoop.hdfs.server.balancer.Balancer: void logUtilizationCollection(java.lang.String,java.util.Collection)>"
,checkState,"<org.apache.hadoop.hdfs.server.namenode.FSEditLog: java.util.Collection selectInputStreams(long,long,org.apache.hadoop.hdfs.server.namenode.MetaRecoveryContext,boolean)>"
,mergeReqInfo,<org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto)>
,setStartTxId,<org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto)>
,setEndTxId,<org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto)>
,mergeUnknownFields,<org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$FinalizeLogSegmentRequestProto)>
"nextValidOp: got exception while reading , this, ",error,<org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextValidOp()>
"Scanning storage , <*>, ",info,<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>
"Latest log is , latestLog, ",info,<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>
"Latest log , latestLog,  has no transactions. , moving it aside and looking for previous log, ",warn,<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>
"No files in , <*>, ",info,<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>
"closing file , <*>, , but there are still , unreleased ByteBuffers allocated by read().  , Please release , <*>, ., ",warn,<org.apache.hadoop.hdfs.DFSInputStream: void close()>
"this, : allocAndRegisterSlot , <*>, : allocatedSlots=, <*>, <*>, ",trace,<org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm: org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$Slot allocAndRegisterSlot(org.apache.hadoop.hdfs.ExtendedBlockId)>
"DIR* FSDirectory.delete: , src, ",debug,"<org.apache.hadoop.hdfs.server.namenode.FSDirectory: long delete(java.lang.String,org.apache.hadoop.hdfs.server.namenode.INode$BlocksMapUpdateInfo,java.util.List,long)>"
NN is transitioning from active to standby and FSEditLog is closed -- could not read edits,info,<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: org.apache.hadoop.hdfs.inotify.EventBatchList getEditsFromTxid(long)>
"Logic error: we\'re trying to uncache more replicas than actually exist for , cachedBlock, ",warn,"<org.apache.hadoop.hdfs.server.blockmanagement.CacheReplicationMonitor: void addNewPendingUncached(int,org.apache.hadoop.hdfs.server.namenode.CachedBlock,java.util.List,java.util.List)>"
"DIR* FSDirectory.unprotectedRenameTo: , <*>, ",warn,"<org.apache.hadoop.hdfs.server.namenode.FSDirectory: void validateRenameSource(java.lang.String,org.apache.hadoop.hdfs.server.namenode.INodesInPath)>"
"DIR* FSDirectory.unprotectedRenameTo: , rename source cannot be the root, ",warn,"<org.apache.hadoop.hdfs.server.namenode.FSDirectory: void validateRenameSource(java.lang.String,org.apache.hadoop.hdfs.server.namenode.INodesInPath)>"
"DIR* addFile: failed to add , path, ",info,"<org.apache.hadoop.hdfs.server.namenode.FSDirectory: org.apache.hadoop.hdfs.server.namenode.INodeFile addFile(java.lang.String,org.apache.hadoop.fs.permission.PermissionStatus,short,long,java.lang.String,java.lang.String)>"
"DIR* addFile: , path,  is added, ",debug,"<org.apache.hadoop.hdfs.server.namenode.FSDirectory: org.apache.hadoop.hdfs.server.namenode.INodeFile addFile(java.lang.String,org.apache.hadoop.fs.permission.PermissionStatus,short,long,java.lang.String,java.lang.String)>"
"Preallocated , total_,  bytes at the end of , the edit log (offset , <*>, ), ",debug,<org.apache.hadoop.hdfs.server.namenode.EditLogFileOutputStream: void preallocate()>
"passing over , elf,  because it is in progress , and we are ignoring in-progress logs., ",debug,"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void addStreamsToCollectionFromFiles(java.util.Collection,java.util.Collection,long,boolean)>"
"got IOException while trying to validate header of , elf, .  Skipping., ",error,"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void addStreamsToCollectionFromFiles(java.util.Collection,java.util.Collection,long,boolean)>"
"passing over , elf,  because it ends at , <*>, , but we only care about transactions , as new as , fromTxId, ",debug,"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void addStreamsToCollectionFromFiles(java.util.Collection,java.util.Collection,long,boolean)>"
,<init>,"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void addStreamsToCollectionFromFiles(java.util.Collection,java.util.Collection,long,boolean)>"
"selecting edit log stream , elf, ",debug,"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void addStreamsToCollectionFromFiles(java.util.Collection,java.util.Collection,long,boolean)>"
"ACLs enabled? , <*>, ",info,<org.apache.hadoop.hdfs.server.namenode.NNConf: void <init>(org.apache.hadoop.conf.Configuration)>
"XAttrs enabled? , <*>, ",info,<org.apache.hadoop.hdfs.server.namenode.NNConf: void <init>(org.apache.hadoop.conf.Configuration)>
"Maximum size of an xattr: , <*>, <*>_, ",info,<org.apache.hadoop.hdfs.server.namenode.NNConf: void <init>(org.apache.hadoop.conf.Configuration)>
"Removed , bpos, ",info,<org.apache.hadoop.hdfs.server.datanode.BlockPoolManager: void remove(org.apache.hadoop.hdfs.server.datanode.BPOfferService)>
"Couldn\'t remove BPOS , t,  from bpByNameserviceId map, ",warn,<org.apache.hadoop.hdfs.server.datanode.BlockPoolManager: void remove(org.apache.hadoop.hdfs.server.datanode.BPOfferService)>
,visitOp,<org.apache.hadoop.hdfs.tools.offlineEditsViewer.OfflineEditsBinaryLoader: void loadEdits()>
"Got IOException at position , <*>, ",error,<org.apache.hadoop.hdfs.tools.offlineEditsViewer.OfflineEditsBinaryLoader: void loadEdits()>
Got IOException while reading stream!  Resyncing.,error,<org.apache.hadoop.hdfs.tools.offlineEditsViewer.OfflineEditsBinaryLoader: void loadEdits()>
"Got RuntimeException at position , <*>, ",error,<org.apache.hadoop.hdfs.tools.offlineEditsViewer.OfflineEditsBinaryLoader: void loadEdits()>
Got RuntimeException while reading stream!  Resyncing.,error,<org.apache.hadoop.hdfs.tools.offlineEditsViewer.OfflineEditsBinaryLoader: void loadEdits()>
Encountered exception loading fsimage,warn,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: org.apache.hadoop.hdfs.server.namenode.FSNamesystem loadFromDisk(org.apache.hadoop.conf.Configuration)>
"Finished loading FSImage in , ioe,  msecs, ",info,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: org.apache.hadoop.hdfs.server.namenode.FSNamesystem loadFromDisk(org.apache.hadoop.conf.Configuration)>
,mergeReqInfo,<org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto$Builder: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto)>
,setMinTxIdToKeep,<org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto$Builder: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto)>
,mergeUnknownFields,<org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto$Builder: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto$Builder mergeFrom(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PurgeLogsRequestProto)>
path,logEdit,<org.apache.hadoop.hdfs.server.namenode.FSEditLog: void logAllowSnapshot(java.lang.String)>
" Could not read or failed to veirfy checksum for data at offset , <*>,  for block , <*>, ",warn,"<org.apache.hadoop.hdfs.server.datanode.BlockSender: void readChecksum(byte[],int,int)>"
Loading inode directory section,info,"<org.apache.hadoop.hdfs.tools.offlineImageViewer.FSImageLoader: java.util.Map loadINodeDirectorySection(java.io.InputStream,java.util.List)>"
"Loaded , counter_,  directories, ",info,"<org.apache.hadoop.hdfs.tools.offlineImageViewer.FSImageLoader: java.util.Map loadINodeDirectorySection(java.io.InputStream,java.util.List)>"
PendingReplicationMonitor checking Q,debug,<org.apache.hadoop.hdfs.server.blockmanagement.PendingReplicationBlocks$PendingReplicationMonitor: void pendingReplicationCheck()>
"PendingReplicationMonitor timed out , block, ",warn,<org.apache.hadoop.hdfs.server.blockmanagement.PendingReplicationBlocks$PendingReplicationMonitor: void pendingReplicationCheck()>
"Appending to , <*>, ",info,"<org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl: org.apache.hadoop.hdfs.server.datanode.ReplicaInPipeline append(org.apache.hadoop.hdfs.protocol.ExtendedBlock,long,long)>"
"Starting to scan blockpool: , <*>, ",debug,<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>
"All remaining blocks were processed recently, so this run is complete",debug,<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>
"Done scanning block pool: , <*>, ",debug,<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>
RuntimeException during BlockPoolScanner.scan(),warn,<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>
"Done scanning block pool: , <*>, ",debug,<org.apache.hadoop.hdfs.server.datanode.BlockPoolSliceScanner: void scan()>
"Recovering unfinalized segments in , <*>, ",info,<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void recoverUnfinalizedSegments()>
"Deleting zero-length edit log file , elf, ",info,<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void recoverUnfinalizedSegments()>
"Moving aside edit log file that seems to have zero transactions , elf, ",info,<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void recoverUnfinalizedSegments()>
,finalizeLogSegment,<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: void recoverUnfinalizedSegments()>
"remove datanode , nodeInfo, ",debug,<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: void removeDatanode(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor)>
"dfs.client.use.legacy.blockreader.local = , <*>, ",debug,<org.apache.hadoop.hdfs.DFSClient$Conf: void <init>(org.apache.hadoop.conf.Configuration)>
"dfs.client.read.shortcircuit = , <*>, ",debug,<org.apache.hadoop.hdfs.DFSClient$Conf: void <init>(org.apache.hadoop.conf.Configuration)>
"dfs.client.domain.socket.data.traffic = , <*>, ",debug,<org.apache.hadoop.hdfs.DFSClient$Conf: void <init>(org.apache.hadoop.conf.Configuration)>
"dfs.domain.socket.path = , <*>, ",debug,<org.apache.hadoop.hdfs.DFSClient$Conf: void <init>(org.apache.hadoop.conf.Configuration)>
The storage directory is in an inconsistent state,warn,"<org.apache.hadoop.hdfs.server.namenode.ha.BootstrapStandby: boolean doPreUpgrade(org.apache.hadoop.hdfs.server.namenode.NNStorage,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>"
