Log,LoggingLevel,Method
Discarding the results produced by task execution <*>.,info,"<org.apache.flink.runtime.executiongraph.Execution: void handlePartitionCleanup(boolean,boolean)>"
Received <*> slot offers from TaskExecutor <*>.,debug,"<org.apache.flink.runtime.jobmaster.slotpool.DefaultDeclarativeSlotPool: java.util.Collection offerSlots(java.util.Collection,org.apache.flink.runtime.taskmanager.TaskManagerLocation,org.apache.flink.runtime.jobmanager.slots.TaskManagerGateway,long)>"
No reporter class nor factory set for reporter <*>. Metrics might not be exposed/reported.,warn,"<org.apache.flink.runtime.metrics.ReporterSetup: java.util.Optional loadReporter(java.lang.String,org.apache.flink.configuration.Configuration,java.util.Map)>"
"AllReduceDriver object reuse: , <*>_, ., ",debug,<org.apache.flink.runtime.operators.AllReduceDriver: void prepare()>
Could not properly dispose the private states in the pending checkpoint <*> of job <*>.,warn,<org.apache.flink.runtime.checkpoint.PendingCheckpoint$PendingCheckpointDiscardObject: void discard()>
Cleaning up <*>.,debug,<org.apache.flink.runtime.blob.FileSystemBlobStore: void closeAndCleanupAllData()>
Failed to clean up recovery directory.,error,<org.apache.flink.runtime.blob.FileSystemBlobStore: void closeAndCleanupAllData()>
"Iterator initialized using , numPages,  memory buffers., ",debug,"<org.apache.flink.runtime.operators.resettable.AbstractBlockResettableIterator: void <init>(org.apache.flink.api.common.typeutils.TypeSerializer,org.apache.flink.runtime.memory.MemoryManager,int,org.apache.flink.runtime.jobgraph.tasks.AbstractInvokable)>"
<*>: Created <*> input channels (<*>).,debug,"<org.apache.flink.runtime.io.network.partition.consumer.SingleInputGateFactory: void createInputChannels(java.lang.String,org.apache.flink.runtime.deployment.InputGateDeploymentDescriptor,org.apache.flink.runtime.io.network.partition.consumer.SingleInputGate,org.apache.flink.runtime.deployment.SubpartitionIndexRange,org.apache.flink.runtime.io.network.metrics.InputChannelMetrics)>"
Ignoring transition of vertex <*> to <*> while being <*>.,debug,"<org.apache.flink.runtime.executiongraph.Execution: void processFail(java.lang.Throwable,boolean,java.util.Map,org.apache.flink.runtime.executiongraph.IOMetrics,boolean,boolean)>"
Failed to go from <*> to <*> because the ExecutionGraph creation failed.,info,"<org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph: void handleExecutionGraphCreation(org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph$ExecutionGraphWithVertexParallelism,java.lang.Throwable)>"
Successfully reserved and assigned the required slots for the ExecutionGraph.,debug,"<org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph: void handleExecutionGraphCreation(org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph$ExecutionGraphWithVertexParallelism,java.lang.Throwable)>"
,<init>,"<org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph: void handleExecutionGraphCreation(org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph$ExecutionGraphWithVertexParallelism,java.lang.Throwable)>"
Failed to reserve and assign the required slots. Waiting for new resources.,debug,"<org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph: void handleExecutionGraphCreation(org.apache.flink.runtime.scheduler.adaptive.CreatingExecutionGraph$ExecutionGraphWithVertexParallelism,java.lang.Throwable)>"
The JobManager under <*> rejected the registration for job <*>: <*>. Releasing all job related resources.,info,"<org.apache.flink.runtime.taskexecutor.TaskExecutor: void handleRejectedJobManagerConnection(org.apache.flink.api.common.JobID,java.lang.String,org.apache.flink.runtime.jobmaster.JMTMRegistrationRejection)>"
An Exception was thrown during error notification of a remote input channel.,warn,<org.apache.flink.runtime.io.network.netty.CreditBasedPartitionRequestClientHandler: void notifyAllChannelsOfErrorAndClose(java.lang.Throwable)>
Discard update for input partitions of task <*>. Task is no longer running.,debug,"<org.apache.flink.runtime.taskexecutor.TaskExecutor: java.util.concurrent.CompletableFuture updatePartitions(org.apache.flink.runtime.executiongraph.ExecutionAttemptID,java.lang.Iterable,org.apache.flink.api.common.time.Time)>"
Inconsistent execution state after stopping with savepoint. At least one execution is still in one of the following states: <*>.,warn,"<org.apache.flink.runtime.scheduler.stopwithsavepoint.StopWithSavepointTerminationHandlerImpl: void terminateExceptionallyWithGlobalFailover(java.lang.Iterable,java.lang.String)>"
Discard update for input gate partition <*> of result <*> in task <*>. The partition is no longer available.,debug,"<org.apache.flink.runtime.taskexecutor.TaskExecutor: void lambda$updatePartitions$11(org.apache.flink.runtime.executiongraph.ExecutionAttemptID,org.apache.flink.runtime.executiongraph.PartitionInfo,org.apache.flink.runtime.taskmanager.Task)>"
Could not update input data location for task <*>. Trying to fail task.,error,"<org.apache.flink.runtime.taskexecutor.TaskExecutor: void lambda$updatePartitions$11(org.apache.flink.runtime.executiongraph.ExecutionAttemptID,org.apache.flink.runtime.executiongraph.PartitionInfo,org.apache.flink.runtime.taskmanager.Task)>"
Unhandled exception,warn,"<org.apache.flink.runtime.rest.handler.PipelineErrorHandler: void exceptionCaught(org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,java.lang.Throwable)>"
"<*> not running, but <*>; not sampling",trace,"<org.apache.flink.runtime.webmonitor.threadinfo.JobVertexThreadInfoTracker: java.util.Map matchExecutionsWithGateways(org.apache.flink.runtime.executiongraph.AccessExecutionVertex[],org.apache.flink.runtime.resourcemanager.ResourceManagerGateway)>"
ExecutionVertex <*> is currently not assigned,trace,"<org.apache.flink.runtime.webmonitor.threadinfo.JobVertexThreadInfoTracker: java.util.Map matchExecutionsWithGateways(org.apache.flink.runtime.executiongraph.AccessExecutionVertex[],org.apache.flink.runtime.resourcemanager.ResourceManagerGateway)>"
Fail to get size of queued buffers :,debug,<org.apache.flink.runtime.io.network.partition.consumer.SingleInputGate: long getSizeOfQueuedBuffers()>
Ignore recovered job <*> because the job is currently being executed.,debug,<org.apache.flink.runtime.dispatcher.runner.SessionDispatcherLeaderProcess: java.lang.Void filterOutDuplicateJobSubmissionException(java.lang.Throwable)>
Releasing <*> partitions because of shutdown.,debug,<org.apache.flink.runtime.io.network.partition.ResultPartitionManager: void shutdown()>
Successful shutdown.,debug,<org.apache.flink.runtime.io.network.partition.ResultPartitionManager: void shutdown()>
Successfully written allocation state metadata file <*> for job <*> and allocation <*>.,debug,<org.apache.flink.runtime.taskexecutor.slot.FileSlotAllocationSnapshotPersistenceService: void persistAllocationSnapshot(org.apache.flink.runtime.taskexecutor.slot.SlotAllocationSnapshot)>
<*>: Finished <*>.,debug,<org.apache.flink.runtime.io.network.partition.PipelinedSubpartition: void finish()>
Loaded channel inbound factory: <*>,info,<org.apache.flink.runtime.rest.RestServerEndpoint: void <init>(org.apache.flink.configuration.Configuration)>
Could not load channel inbound factory.,error,<org.apache.flink.runtime.rest.RestServerEndpoint: void <init>(org.apache.flink.configuration.Configuration)>
Shutting down I/O manager.,debug,<org.apache.flink.runtime.io.disk.iomanager.IOManagerAsync: void close()>
Clear all pending allocations for job <*>.,info,<org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedTaskManagerTracker: void clearPendingAllocationsOfJob(org.apache.flink.api.common.JobID)>
Skip scheduling trigger request because the CheckpointCoordinator is shut down,debug,<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: void scheduleTriggerRequest()>
Triggering thread info sample for tasks: <*>,debug,"<org.apache.flink.runtime.webmonitor.threadinfo.JobVertexThreadInfoTracker: void triggerThreadInfoSampleInternal(org.apache.flink.runtime.webmonitor.threadinfo.JobVertexThreadInfoTracker$Key,org.apache.flink.runtime.executiongraph.AccessExecutionJobVertex)>"
Release shared slot externally (<*>),debug,<org.apache.flink.runtime.scheduler.SharedSlot: void releaseExternally()>
", <*>,  elements updated in the solutionset in iteration , iteration, , ",info,"<org.apache.flink.runtime.iterative.convergence.WorksetEmptyConvergenceCriterion: boolean isConverged(int,org.apache.flink.types.LongValue)>"
There was no slot registered with slot id <*>.,debug,<org.apache.flink.runtime.resourcemanager.slotmanager.DefaultSlotTracker: void removeSlot(org.apache.flink.runtime.clusterframework.types.SlotID)>
The connection was unexpectedly closed by the client.,warn,"<org.apache.flink.runtime.rest.handler.AbstractHandler: java.util.concurrent.CompletableFuture handleException(java.lang.Throwable,org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,org.apache.flink.shaded.netty4.io.netty.handler.codec.http.HttpRequest)>"
Exception occurred in REST handler.,error,"<org.apache.flink.runtime.rest.handler.AbstractHandler: java.util.concurrent.CompletableFuture handleException(java.lang.Throwable,org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,org.apache.flink.shaded.netty4.io.netty.handler.codec.http.HttpRequest)>"
Exception occurred in REST handler: <*>,error,"<org.apache.flink.runtime.rest.handler.AbstractHandler: java.util.concurrent.CompletableFuture handleException(java.lang.Throwable,org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,org.apache.flink.shaded.netty4.io.netty.handler.codec.http.HttpRequest)>"
Unhandled exception.,error,"<org.apache.flink.runtime.rest.handler.AbstractHandler: java.util.concurrent.CompletableFuture handleException(java.lang.Throwable,org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,org.apache.flink.shaded.netty4.io.netty.handler.codec.http.HttpRequest)>"
Triggering Checkpoint <*> for job <*> failed due to <*>,info,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: java.lang.Void lambda$triggerCheckpointRequest$10(org.apache.flink.runtime.checkpoint.PendingCheckpoint,java.lang.Throwable)>"
Ignore \'<*>\' because the leadership runner is no longer running.,trace,"<org.apache.flink.runtime.jobmaster.JobMasterServiceLeadershipRunner: void runIfStateRunning(java.lang.Runnable,java.lang.String)>"
Stopping worker <*>.,info,<org.apache.flink.runtime.resourcemanager.active.ActiveResourceManager: void internalStopWorker(org.apache.flink.runtime.clusterframework.types.ResourceID)>
Overriding Flink\'s temporary file directories with those specified in the Flink config: <*>,info,"<org.apache.flink.runtime.clusterframework.BootstrapTools: void updateTmpDirectoriesInConfiguration(org.apache.flink.configuration.Configuration,java.lang.String)>"
Setting directories for temporary files to: <*>,info,"<org.apache.flink.runtime.clusterframework.BootstrapTools: void updateTmpDirectoriesInConfiguration(org.apache.flink.configuration.Configuration,java.lang.String)>"
"improper use of releaseJob() without a matching number of registerJob() calls for jobId , jobId, ",warn,<org.apache.flink.runtime.blob.PermanentBlobCache: void releaseJob(org.apache.flink.api.common.JobID)>
Worker <*> is terminated. Diagnostics: <*>,info,"<org.apache.flink.runtime.resourcemanager.active.ActiveResourceManager: void onWorkerTerminated(org.apache.flink.runtime.clusterframework.types.ResourceID,java.lang.String)>"
"Could not acquire the minimum required resources, failing slot requests. Acquired: <*>. Current slot pool status: <*>",warn,<org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge: void failPendingRequests(java.util.Collection)>
Trigger checkpoint <*>@<*> for <*>.,debug,"<org.apache.flink.runtime.taskexecutor.TaskExecutor: java.util.concurrent.CompletableFuture triggerCheckpoint(org.apache.flink.runtime.executiongraph.ExecutionAttemptID,long,long,org.apache.flink.runtime.checkpoint.CheckpointOptions)>"
"TaskManager received a checkpoint request for unknown task , executionAttemptID, , ",debug,"<org.apache.flink.runtime.taskexecutor.TaskExecutor: java.util.concurrent.CompletableFuture triggerCheckpoint(org.apache.flink.runtime.executiongraph.ExecutionAttemptID,long,long,org.apache.flink.runtime.checkpoint.CheckpointOptions)>"
Trying to select the network interface and address to use by connecting to the leading JobManager.,info,"<org.apache.flink.runtime.util.LeaderRetrievalUtils: java.net.InetAddress findConnectingAddress(org.apache.flink.runtime.leaderretrieval.LeaderRetrievalService,java.time.Duration,org.apache.flink.runtime.rpc.RpcSystemUtils)>"
"TaskManager will try to connect for , timeout,  before falling back to heuristics, ",info,"<org.apache.flink.runtime.util.LeaderRetrievalUtils: java.net.InetAddress findConnectingAddress(org.apache.flink.runtime.leaderretrieval.LeaderRetrievalService,java.time.Duration,org.apache.flink.runtime.rpc.RpcSystemUtils)>"
Could not stop the leader retrieval service.,warn,"<org.apache.flink.runtime.util.LeaderRetrievalUtils: java.net.InetAddress findConnectingAddress(org.apache.flink.runtime.leaderretrieval.LeaderRetrievalService,java.time.Duration,org.apache.flink.runtime.rpc.RpcSystemUtils)>"
Could not stop the leader retrieval service.,warn,"<org.apache.flink.runtime.util.LeaderRetrievalUtils: java.net.InetAddress findConnectingAddress(org.apache.flink.runtime.leaderretrieval.LeaderRetrievalService,java.time.Duration,org.apache.flink.runtime.rpc.RpcSystemUtils)>"
Received slot report from instance <*>: <*>.,debug,"<org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager: boolean reportSlotStatus(org.apache.flink.runtime.instance.InstanceID,org.apache.flink.runtime.taskexecutor.SlotReport)>"
Received slot report for unknown task manager with instance id <*>. Ignoring this report.,debug,"<org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager: boolean reportSlotStatus(org.apache.flink.runtime.instance.InstanceID,org.apache.flink.runtime.taskexecutor.SlotReport)>"
Cannot determine physical memory of machine for MacOS host,error,<org.apache.flink.runtime.util.Hardware: long getSizeOfPhysicalMemoryForMac()>
"<*>,  was interrupted without shutdown., ",warn,<org.apache.flink.runtime.io.disk.iomanager.IOManagerAsync$WriterThread: void run()>
"I/O writing thread encountered an error, <*>_, ",error,<org.apache.flink.runtime.io.disk.iomanager.IOManagerAsync$WriterThread: void run()>
"The handler of the request-complete-callback threw an exception, <*>_, ",error,<org.apache.flink.runtime.io.disk.iomanager.IOManagerAsync$WriterThread: void run()>
Ignoring action because <*> has already been stopped.,debug,<org.apache.flink.runtime.dispatcher.runner.DefaultDispatcherRunner: void runActionIfRunning(java.lang.Runnable)>
Resource manager service has already started.,debug,<org.apache.flink.runtime.resourcemanager.ResourceManagerServiceImpl: void start()>
Starting resource manager service.,info,<org.apache.flink.runtime.resourcemanager.ResourceManagerServiceImpl: void start()>
Evicted result with trigger id <*> because its TTL of <*>s has expired.,info,"<org.apache.flink.runtime.rest.handler.async.CompletedOperationCache: void lambda$new$0(java.time.Duration,org.apache.flink.shaded.guava30.com.google.common.cache.RemovalNotification)>"
Responding with error: <*>.,debug,"<org.apache.flink.runtime.io.network.netty.PartitionRequestServerHandler: void respondWithError(org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,java.lang.Throwable,org.apache.flink.runtime.io.network.partition.consumer.InputChannelID)>"
"Could not serialize accumulator , name, , ",error,"<org.apache.flink.runtime.executiongraph.DefaultExecutionGraph: org.apache.flink.util.SerializedValue serializeAccumulator(java.lang.String,org.apache.flink.util.OptionalFailure)>"
Record the pending allocations <*>.,trace,<org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedTaskManagerTracker: void replaceAllPendingAllocations(java.util.Map)>
Error while discarding operator states.,warn,<org.apache.flink.runtime.checkpoint.SubtaskState: void discardState()>
PUT BLOB stream to <*>.,debug,"<org.apache.flink.runtime.blob.BlobClient: org.apache.flink.runtime.blob.BlobKey putInputStream(org.apache.flink.api.common.JobID,java.io.InputStream,org.apache.flink.runtime.blob.BlobKey$BlobType)>"
Task \'<*>\' did not react to cancelling signal - <*>; it is stuck for <*> seconds in method:\n <*>,warn,"<org.apache.flink.runtime.taskmanager.Task: void logTaskThreadStackTrace(java.lang.Thread,java.lang.String,long,java.lang.String)>"
Picked <*> randomly from the configured temporary directories to be used as working directory base.,debug,<org.apache.flink.runtime.entrypoint.ClusterEntrypointUtils: java.io.File lambda$generateWorkingDirectoryFile$1(org.apache.flink.configuration.Configuration)>
Marking checkpoint <*> as completed for source <*>.,info,<org.apache.flink.runtime.source.coordinator.SourceCoordinator: void lambda$notifyCheckpointComplete$7(long)>
Discarding IncrementalRemoteKeyedStateHandle (registered = <*>) for checkpoint <*> from backend with id <*>.,trace,<org.apache.flink.runtime.state.IncrementalRemoteKeyedStateHandle: void discardState()>
Could not properly discard meta data.,warn,<org.apache.flink.runtime.state.IncrementalRemoteKeyedStateHandle: void discardState()>
Could not properly discard misc file states.,warn,<org.apache.flink.runtime.state.IncrementalRemoteKeyedStateHandle: void discardState()>
Could not properly discard new sst file states.,warn,<org.apache.flink.runtime.state.IncrementalRemoteKeyedStateHandle: void discardState()>
Counters,logDumpSizeWouldExceedLimit,<org.apache.flink.runtime.metrics.dump.MetricQueryService: org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult enforceSizeLimit(org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult)>
Meters,logDumpSizeWouldExceedLimit,<org.apache.flink.runtime.metrics.dump.MetricQueryService: org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult enforceSizeLimit(org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult)>
Gauges,logDumpSizeWouldExceedLimit,<org.apache.flink.runtime.metrics.dump.MetricQueryService: org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult enforceSizeLimit(org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult)>
Histograms,logDumpSizeWouldExceedLimit,<org.apache.flink.runtime.metrics.dump.MetricQueryService: org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult enforceSizeLimit(org.apache.flink.runtime.metrics.dump.MetricDumpSerialization$MetricSerializationResult)>
"GroupCombineDriver object reuse: , <*>_, ., ",debug,<org.apache.flink.runtime.operators.AllGroupCombineDriver: void prepare()>
Cannot determine the size of the physical memory for Linux host (using \'/proc/meminfo\'). Unexpected format.,error,<org.apache.flink.runtime.util.Hardware: long getSizeOfPhysicalMemoryForLinux()>
Cannot determine the size of the physical memory for Linux host (using \'/proc/meminfo\'). Unexpected format.,error,<org.apache.flink.runtime.util.Hardware: long getSizeOfPhysicalMemoryForLinux()>
Cannot determine the size of the physical memory for Linux host (using \'/proc/meminfo\') ,error,<org.apache.flink.runtime.util.Hardware: long getSizeOfPhysicalMemoryForLinux()>
Failed to load web based job submission extension.,debug,<org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint: java.util.Collection initializeWebSubmissionHandlers(java.util.concurrent.CompletableFuture)>
Failed to load web based job submission extension. Probable reason: flink-runtime-web is not in the classpath.,info,<org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint: java.util.Collection initializeWebSubmissionHandlers(java.util.concurrent.CompletableFuture)>
Web-based job submission is not enabled.,info,<org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint: java.util.Collection initializeWebSubmissionHandlers(java.util.concurrent.CompletableFuture)>
<*> <*> <*> @ <*>,trace,"<org.apache.flink.runtime.io.network.logger.NetworkActionsLogger: void traceRecover(java.lang.String,org.apache.flink.runtime.io.network.buffer.Buffer,java.lang.String,org.apache.flink.runtime.checkpoint.channel.InputChannelInfo)>"
Registered new allocation id <*> for local state stores for job <*>.,debug,"<org.apache.flink.runtime.state.TaskExecutorLocalStateStoresManager: org.apache.flink.runtime.state.TaskLocalStateStore localStateStoreForSubtask(org.apache.flink.api.common.JobID,org.apache.flink.runtime.clusterframework.types.AllocationID,org.apache.flink.runtime.jobgraph.JobVertexID,int)>"
Registered new local state store with configuration <*> for <*> - <*> - <*> under allocation id <*>.,debug,"<org.apache.flink.runtime.state.TaskExecutorLocalStateStoresManager: org.apache.flink.runtime.state.TaskLocalStateStore localStateStoreForSubtask(org.apache.flink.api.common.JobID,org.apache.flink.runtime.clusterframework.types.AllocationID,org.apache.flink.runtime.jobgraph.JobVertexID,int)>"
Found existing local state store for <*> - <*> - <*> under allocation id <*>: <*>,debug,"<org.apache.flink.runtime.state.TaskExecutorLocalStateStoresManager: org.apache.flink.runtime.state.TaskLocalStateStore localStateStoreForSubtask(org.apache.flink.api.common.JobID,org.apache.flink.runtime.clusterframework.types.AllocationID,org.apache.flink.runtime.jobgraph.JobVertexID,int)>"
Job <*> under leader id <*> reached a globally terminal state <*>.,debug,<org.apache.flink.runtime.jobmaster.DefaultJobMasterServiceProcess: void jobReachedGloballyTerminalState(org.apache.flink.runtime.scheduler.ExecutionGraphInfo)>
Checkpoint storage is set to \'<*>\',info,"<org.apache.flink.runtime.state.CheckpointStorageLoader: org.apache.flink.runtime.state.CheckpointStorage createJobManagerCheckpointStorage(org.apache.flink.configuration.ReadableConfig,java.lang.ClassLoader,org.slf4j.Logger)>"
Ignoring allocated slot report from job <*> because there is no active leader.,debug,<org.apache.flink.runtime.taskexecutor.TaskExecutor$JobManagerHeartbeatListener: void lambda$reportPayload$2(org.apache.flink.runtime.jobmaster.AllocatedSlotReport)>
Shutting down cluster because someone retrieved the job result and the status is globally terminal.,info,<org.apache.flink.runtime.dispatcher.MiniDispatcher: void lambda$requestJobResult$1(org.apache.flink.runtime.jobmaster.JobResult)>
Copying from <*> to <*>.,debug,"<org.apache.flink.runtime.blob.FileSystemBlobStore: boolean put(java.io.File,java.lang.String)>"
Internal server error. Could not map error response to JSON.,error,"<org.apache.flink.runtime.rest.handler.util.HandlerUtils: java.util.concurrent.CompletableFuture sendErrorResponse(org.apache.flink.shaded.netty4.io.netty.channel.ChannelHandlerContext,boolean,org.apache.flink.runtime.rest.messages.ErrorResponseBody,org.apache.flink.shaded.netty4.io.netty.handler.codec.http.HttpResponseStatus,java.util.Map)>"
"ReduceDriver object reuse: , <*>_, ., ",debug,<org.apache.flink.runtime.operators.ReduceDriver: void prepare()>
Could not instantiate metrics reporter <*>. Metrics might not be exposed/reported.,error,"<org.apache.flink.runtime.metrics.ReporterSetup: java.util.List setupReporters(java.util.Map,java.util.List)>"
Releasing view of subpartition <*> of <*>.,debug,<org.apache.flink.runtime.io.network.partition.PipelinedApproximateSubpartition: void releaseView()>
Transport type \'auto\': using EPOLL.,info,"<org.apache.flink.runtime.io.network.netty.NettyClient: void init(org.apache.flink.runtime.io.network.netty.NettyProtocol,org.apache.flink.runtime.io.network.netty.NettyBufferPool)>"
Transport type \'auto\': using NIO.,info,"<org.apache.flink.runtime.io.network.netty.NettyClient: void init(org.apache.flink.runtime.io.network.netty.NettyProtocol,org.apache.flink.runtime.io.network.netty.NettyBufferPool)>"
Successful initialization (took <*> ms).,info,"<org.apache.flink.runtime.io.network.netty.NettyClient: void init(org.apache.flink.runtime.io.network.netty.NettyProtocol,org.apache.flink.runtime.io.network.netty.NettyBufferPool)>"
Starting <*>.,info,<org.apache.flink.runtime.entrypoint.ClusterEntrypoint: void startCluster()>
Remove pending task manager <*>.,debug,<org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedTaskManagerTracker: java.util.Map removePendingTaskManager(org.apache.flink.runtime.resourcemanager.slotmanager.PendingTaskManagerId)>
"<*> <*> <*>, seq <*>, <*> @ <*>",trace,"<org.apache.flink.runtime.io.network.logger.NetworkActionsLogger: void traceInput(java.lang.String,org.apache.flink.runtime.io.network.buffer.Buffer,java.lang.String,org.apache.flink.runtime.checkpoint.channel.InputChannelInfo,org.apache.flink.runtime.io.network.partition.consumer.ChannelStatePersister,int)>"
Stopping DefaultLeaderRetrievalService.,info,<org.apache.flink.runtime.leaderretrieval.DefaultLeaderRetrievalService: void stop()>
Cannot invoke VersionInfo.getVersion reflectively.,error,<org.apache.flink.runtime.util.EnvironmentInformation: java.lang.String getHadoopVersionString()>
java.security.auth.login.config,setProperty,<org.apache.flink.runtime.security.modules.JaasModule: void uninstall()>
java.security.auth.login.config,clearProperty,<org.apache.flink.runtime.security.modules.JaasModule: void uninstall()>
Successfully written local task state snapshot file <*> for checkpoint <*>.,debug,"<org.apache.flink.runtime.state.TaskLocalStateStoreImpl: void persistLocalStateMetadata(long,org.apache.flink.runtime.checkpoint.TaskStateSnapshot)>"
Key value state registered for job <*> under name <*>.,debug,"<org.apache.flink.runtime.scheduler.KvStateHandler: void notifyKvStateRegistered(org.apache.flink.api.common.JobID,org.apache.flink.runtime.jobgraph.JobVertexID,org.apache.flink.runtime.state.KeyGroupRange,java.lang.String,org.apache.flink.queryablestate.KvStateID,java.net.InetSocketAddress)>"
Declare new resource requirements for job <*>.<*>\trequired resources: <*><*>\tacquired resources: <*>,debug,<org.apache.flink.runtime.jobmaster.slotpool.DefaultDeclarativeSlotPool: void declareResourceRequirements()>
<*> lost leadership,info,<org.apache.flink.runtime.webmonitor.WebMonitorEndpoint: void revokeLeadership()>
Restoring SplitEnumerator of source <*> from checkpoint.,info,"<org.apache.flink.runtime.source.coordinator.SourceCoordinator: void resetToCheckpoint(long,byte[])>"
Releasing slot <*>.,info,"<org.apache.flink.runtime.jobmaster.slotpool.DefaultDeclarativeSlotPool: void releaseSlots(java.lang.Iterable,java.lang.Throwable)>"
Releasing slot <*>.,info,"<org.apache.flink.runtime.jobmaster.slotpool.DefaultDeclarativeSlotPool: void releaseSlots(java.lang.Iterable,java.lang.Throwable)>"
Ignoring error notification since the service has been stopped.,debug,<org.apache.flink.runtime.leaderretrieval.DefaultLeaderRetrievalService$LeaderRetrievalFatalErrorHandler: void onFatalError(java.lang.Throwable)>
Canceling left-over deployments <*> on task executor <*>.,debug,"<org.apache.flink.runtime.jobmaster.JobMaster$1: void onUnknownDeploymentsOf(java.util.Collection,org.apache.flink.runtime.clusterframework.types.ResourceID)>"
Registration at <*> attempt <*> (timeout=<*>ms),debug,"<org.apache.flink.runtime.registration.RetryingRegistration: void register(org.apache.flink.runtime.rpc.RpcGateway,int,long)>"
Failed <*>,debug,"<org.apache.flink.runtime.scheduler.SharedSlot: org.apache.flink.runtime.jobmaster.slotpool.SingleLogicalSlot lambda$allocateNonExistentLogicalSlot$2(java.lang.String,org.apache.flink.runtime.jobmaster.SlotRequestId,java.lang.Throwable)>"
Fetching of JobDetails failed.,debug,"<org.apache.flink.runtime.rest.handler.legacy.metrics.MetricFetcherImpl: void lambda$fetchMetrics$0(org.apache.flink.runtime.messages.webmonitor.MultipleJobsDetails,java.lang.Throwable)>"
Closing <*>.,info,<org.apache.flink.runtime.leaderelection.DefaultMultipleComponentLeaderElectionService: void close()>
New partitioned file produced: <*>.,info,<org.apache.flink.runtime.io.network.partition.SortMergeResultPartition: void finish()>
"Allocated <*> MB for network buffer pool (number of memory segments: <*>, bytes per segment: <*>).",info,"<org.apache.flink.runtime.io.network.buffer.NetworkBufferPool: void <init>(int,int,java.time.Duration)>"
Starting to restore from state handle: <*>.,info,<org.apache.flink.runtime.state.heap.HeapRestoreOperation: java.lang.Void restore()>
Finished restoring from state handle: <*>.,info,<org.apache.flink.runtime.state.heap.HeapRestoreOperation: java.lang.Void restore()>
Error while reporting metrics,warn,<org.apache.flink.runtime.metrics.MetricRegistryImpl$ReporterTask: void run()>
Using InetAddress.getLoopbackAddress() immediately for connecting address,debug,"<org.apache.flink.runtime.net.ConnectionUtils: java.net.InetAddress findAddressUsingStrategy(org.apache.flink.runtime.net.ConnectionUtils$AddressDetectionState,java.net.InetSocketAddress,boolean)>"
Could not resolve local hostname to an IP address: <*>,warn,"<org.apache.flink.runtime.net.ConnectionUtils: java.net.InetAddress findAddressUsingStrategy(org.apache.flink.runtime.net.ConnectionUtils$AddressDetectionState,java.net.InetSocketAddress,boolean)>"
Using InetAddress.getLocalHost() immediately for the connecting address,debug,"<org.apache.flink.runtime.net.ConnectionUtils: java.net.InetAddress findAddressUsingStrategy(org.apache.flink.runtime.net.ConnectionUtils$AddressDetectionState,java.net.InetSocketAddress,boolean)>"
Target address <*> and local address <*> share prefix - trying to connect.,debug,"<org.apache.flink.runtime.net.ConnectionUtils: java.net.InetAddress findAddressUsingStrategy(org.apache.flink.runtime.net.ConnectionUtils$AddressDetectionState,java.net.InetSocketAddress,boolean)>"
Trying to connect to <*> from local address <*> with timeout <*>,debug,"<org.apache.flink.runtime.net.ConnectionUtils: java.net.InetAddress findAddressUsingStrategy(org.apache.flink.runtime.net.ConnectionUtils$AddressDetectionState,java.net.InetSocketAddress,boolean)>"
